pid,wave,year,zattfam,age,female,qualhi,partner,country
10793852,3,1995,0.66,24,0,0,0,1
10793852,4,1997,0.79,26,0,0,0,1
10793852,5,1999,1.56,28,0,1,0,1
10808442,1,1991,-0.54,20,0,0,0,1
10808442,2,1993,-1.2,22,0,0,1,1
10808442,3,1995,-1.62,24,0,0,1,1
10809562,1,1991,1.36,20,1,0,0,1
10809562,2,1993,0.54,22,1,0,0,1
10809562,3,1995,1.8,24,1,0,1,1
10809562,4,1997,2.19,26,1,0,1,1
10809562,5,1999,2,28,1,0,0,1
10809562,6,2001,0.95,30,1,0,1,1
10809562,7,2003,1.92,32,1,0,1,1
10809562,8,2005,1.81,34,1,0,1,1
10809562,9,2007,1.1,36,1,0,1,1
10903577,1,1991,-0.05,20,0,0,0,1
10903577,2,1993,0.42,22,0,0,0,1
10903577,3,1995,0.48,24,0,0,0,1
10903577,4,1997,0.66,26,0,0,0,1
10903577,6,2001,0.29,30,0,0,1,1
10903577,7,2003,0.47,32,0,0,1,1
10903577,8,2005,0.86,34,0,0,1,1
10903577,9,2007,-0.17,36,0,0,1,1
10909206,1,1991,1.82,20,0,0,0,1
10909206,2,1993,1.35,22,0,0,0,1
10909206,3,1995,-0.03,24,0,0,0,1
10909206,4,1997,0.5,26,0,0,0,1
10909206,5,1999,-0.05,28,0,0,1,1
10909206,6,2001,0.6,30,0,0,1,1
11032421,1,1991,0.09,20,1,0,0,1
11032421,3,1995,0.99,24,1,0,0,1
11032421,4,1997,0.69,26,1,0,0,1
11032421,5,1999,0.67,28,1,0,1,1
11032421,6,2001,0.96,30,1,0,1,1
11032421,7,2003,-0.5,32,1,0,1,1
11032421,8,2005,0.54,34,1,0,1,1
11032421,9,2007,-0.15,36,1,0,1,1
11035722,1,1991,0.78,20,1,0,0,1
11035722,2,1993,0.5,22,1,0,0,1
11214791,1,1991,-2.81,20,0,0,0,1
11214791,2,1993,0.22,22,0,0,0,1
11214791,3,1995,-0.4,24,0,0,0,1
11214791,4,1997,0.23,26,0,0,1,1
11214791,5,1999,0.16,28,0,0,1,1
11214791,6,2001,0.23,30,0,0,1,1
11214791,7,2003,0.5,32,0,0,1,1
11214791,9,2007,1.17,36,0,0,1,1
11340282,1,1991,-2.94,20,0,0,0,1
11340282,2,1993,-3.23,22,0,0,0,1
11340282,3,1995,-0.68,24,0,0,0,1
11340282,4,1997,-0.63,26,0,0,0,1
11340282,5,1999,-0.63,28,0,0,0,1
11340282,8,2005,-1.73,34,0,0,0,1
11340282,9,2007,-0.89,36,0,0,1,1
11541776,1,1991,1.54,20,1,0,0,1
11541776,2,1993,1.45,22,1,0,0,1
11541776,3,1995,1.27,24,1,0,0,1
11541776,4,1997,1.33,26,1,0,0,1
11541776,5,1999,1.8,28,1,0,0,1
11541776,6,2001,0.61,30,1,0,1,1
11541776,7,2003,0.87,32,1,0,1,1
11541776,8,2005,0.95,34,1,1,1,1
11541776,9,2007,0.81,36,1,1,1,1
11554096,1,1991,1.25,20,0,0,0,1
11554096,2,1993,2.63,22,0,0,0,1
11554096,3,1995,-0.3,24,0,0,1,1
11573139,2,1993,2.1,22,1,1,0,1
11573139,4,1997,1.39,26,1,1,0,1
11573139,5,1999,0.64,28,1,1,0,1
11573139,6,2001,0.11,30,1,1,0,1
11573139,7,2003,0.48,32,1,1,0,1
11573139,8,2005,-0.16,34,1,1,1,1
11573139,9,2007,-0.64,36,1,1,1,1
11676108,1,1991,-1.36,20,1,0,1,1
11676108,2,1993,1.06,22,1,0,1,1
11676108,3,1995,-0.49,24,1,0,1,1
11676108,4,1997,0.59,26,1,0,1,1
11676108,5,1999,1.48,28,1,0,1,1
11676108,6,2001,1.61,30,1,0,1,1
11676108,7,2003,0.97,32,1,0,1,1
11676108,8,2005,1.45,34,1,0,1,1
11676108,9,2007,1.66,36,1,0,1,1
11718676,1,1991,0.19,20,1,0,0,1
11718676,2,1993,0.22,22,1,0,0,1
11718676,4,1997,-0.19,26,1,1,1,1
11718676,5,1999,-1.27,28,1,1,1,1
11761229,1,1991,0.99,20,1,1,0,1
11761229,2,1993,0.16,22,1,1,0,1
11761229,3,1995,-0.26,24,1,1,1,1
11761229,4,1997,0.5,26,1,1,1,1
11761229,5,1999,2.05,28,1,1,1,1
11761229,6,2001,1.49,30,1,1,1,1
11761229,7,2003,1.14,32,1,1,1,1
11761229,8,2005,0.68,34,1,1,1,1
11761229,9,2007,1.08,36,1,1,1,1
11792566,2,1993,0.88,22,0,1,0,1
11792566,3,1995,-0.82,24,0,1,1,1
11792566,5,1999,-1.07,28,0,1,0,1
11830638,1,1991,-1.69,20,1,0,0,1
11830638,2,1993,0.12,22,1,0,0,1
11830638,3,1995,-0.6,24,1,0,0,1
11830638,4,1997,-0.78,26,1,0,1,1
11830638,5,1999,-1.52,28,1,0,1,1
11944838,1,1991,1.17,20,1,1,0,1
11944838,2,1993,-0.8,22,1,1,1,1
11944838,3,1995,-0.25,24,1,1,1,1
11944838,4,1997,-1.4,26,1,1,1,1
11944838,5,1999,0.4,28,1,1,1,1
11944838,6,2001,0.06,30,1,1,1,1
11944838,7,2003,0.18,32,1,1,1,1
11944838,8,2005,0.28,34,1,1,1,1
11944838,9,2007,0.12,36,1,1,1,1
12136263,1,1991,0.11,20,1,0,1,1
12136263,2,1993,1.17,22,1,0,1,1
12136263,3,1995,-0.18,24,1,0,1,1
12136263,4,1997,-0.49,26,1,0,1,1
12136263,5,1999,-0.37,28,1,0,1,1
12136263,6,2001,-0.94,30,1,0,1,1
12136263,7,2003,-0.74,32,1,0,1,1
12136263,8,2005,-2.24,34,1,0,1,1
12136263,9,2007,-1.3,36,1,0,1,1
12213578,1,1991,-0.36,20,0,0,0,1
12213578,2,1993,-0.36,22,0,0,0,1
12213578,3,1995,0.03,24,0,0,0,1
12213578,4,1997,-0.71,26,0,0,0,1
12213578,5,1999,-0.36,28,0,0,0,1
12213578,6,2001,-1.03,30,0,0,0,1
12213578,7,2003,-1.02,32,0,0,0,1
12213578,8,2005,-0.71,34,0,0,0,1
12213578,9,2007,-0.54,36,0,0,0,1
12231398,1,1991,-0.29,20,0,0,1,1
12231398,2,1993,0.09,22,0,0,1,1
12231398,3,1995,0.74,24,0,0,0,1
12231428,1,1991,-0.31,20,1,0,1,1
12231428,2,1993,0.37,22,1,0,1,1
12231428,3,1995,1.15,24,1,0,1,1
12231428,4,1997,0.79,26,1,0,0,1
12231428,5,1999,-0.22,28,1,0,1,1
12231428,6,2001,0.11,30,1,0,1,1
12231428,7,2003,-0.72,32,1,0,1,1
12231428,8,2005,-0.73,34,1,0,1,1
12231428,9,2007,-0.08,36,1,0,1,1
12466549,1,1991,0.21,20,1,0,1,1
12466549,2,1993,-0.04,22,1,0,1,1
12466549,3,1995,1.37,24,1,0,0,1
12466549,4,1997,1.25,26,1,0,0,1
12466549,5,1999,1.25,28,1,0,0,1
12474401,1,1991,-1.21,20,0,0,0,1
12474401,2,1993,0.07,22,0,0,0,1
12474401,3,1995,-0.98,24,0,0,0,1
12474401,4,1997,0.42,26,0,0,0,1
12474401,5,1999,-0.01,28,0,0,0,1
12474401,6,2001,0.01,30,0,0,0,1
12506842,1,1991,-0.85,20,0,0,0,1
12506842,2,1993,-0.26,22,0,0,0,1
12506842,3,1995,0.03,24,0,0,0,1
12506842,4,1997,0.79,26,0,0,0,1
12595691,1,1991,1.59,20,0,0,0,1
12595691,2,1993,1.65,22,0,1,0,1
12786713,1,1991,-1.08,20,0,0,0,1
12786713,2,1993,-2.36,22,0,1,0,1
12786713,3,1995,-2.64,24,0,1,0,1
12786713,4,1997,-2.15,26,0,1,1,1
12786713,5,1999,-2.57,28,0,1,1,1
12786713,6,2001,-1.97,30,0,1,1,1
12786713,7,2003,-1.74,32,0,1,1,1
12786713,8,2005,-1.52,34,0,1,1,1
12786713,9,2007,-1.76,36,0,1,1,1
12786772,1,1991,0.65,20,0,0,0,1
12786772,2,1993,0.03,22,0,1,0,1
12805807,1,1991,-0.99,20,1,0,0,1
12805807,2,1993,0.37,22,1,0,1,1
12805807,3,1995,1.41,24,1,0,1,1
12805807,4,1997,1.85,26,1,0,1,1
12805807,5,1999,1.55,28,1,0,1,1
12805807,6,2001,0.98,30,1,0,1,1
12805807,7,2003,1.88,32,1,0,1,1
12805807,8,2005,1.84,34,1,0,1,1
12805807,9,2007,0.49,36,1,0,1,1
12820326,1,1991,2.01,20,1,0,0,1
12820326,3,1995,0.84,24,1,0,0,1
12820326,4,1997,1.8,26,1,0,0,1
12843849,1,1991,-0.23,20,0,0,1,1
12843849,2,1993,0.24,22,0,0,1,1
12843849,3,1995,0.54,24,0,0,1,1
12843849,4,1997,0.26,26,0,0,1,1
12843849,5,1999,0.5,28,0,0,1,1
12843849,6,2001,0.29,30,0,0,1,1
12843849,7,2003,0.32,32,0,0,1,1
12843849,8,2005,0.38,34,0,0,1,1
12843849,9,2007,0.29,36,0,0,1,1
12943517,1,1991,-1.41,20,0,0,0,1
12943517,2,1993,-1.32,22,0,1,0,1
12989398,1,1991,-0.1,20,1,0,1,1
12989398,2,1993,0.5,22,1,0,1,1
12989398,3,1995,-0.32,24,1,0,1,1
12989398,4,1997,0.21,26,1,0,1,1
12989398,5,1999,0.24,28,1,0,1,1
12989398,6,2001,1.84,30,1,0,1,1
12989398,7,2003,0.13,32,1,0,1,1
12989398,8,2005,0.55,34,1,0,1,1
12989398,9,2007,0.69,36,1,0,1,1
13109251,1,1991,0.42,20,0,0,0,1
13109251,3,1995,0.07,24,0,0,0,1
13122657,1,1991,-0.4,20,0,0,0,1
13122657,2,1993,-0.63,22,0,0,0,1
13122657,3,1995,-0.31,24,0,0,0,1
13122657,4,1997,-1.02,26,0,0,0,1
13122657,5,1999,-0.54,28,0,0,1,1
13122657,6,2001,-1.64,30,0,0,1,1
13122657,9,2007,-0.17,36,0,0,1,1
13162993,1,1991,-0.36,20,0,0,0,1
13162993,2,1993,-2.27,22,0,0,1,1
13162993,3,1995,-0.42,24,0,0,1,1
13162993,4,1997,-0.54,26,0,0,1,1
13162993,5,1999,-0.54,28,0,0,1,1
13162993,6,2001,-0.71,30,0,0,1,1
13162993,7,2003,-0.27,32,0,0,1,1
13162993,8,2005,-0.63,34,0,0,1,1
13162993,9,2007,-0.54,36,0,0,1,1
13242458,1,1991,0.87,20,0,0,0,1
13242458,2,1993,-0.27,22,0,0,0,1
13242458,3,1995,-0.14,24,0,0,0,1
13242458,4,1997,-0.07,26,0,0,0,1
13242458,5,1999,0.34,28,0,1,0,1
13242458,6,2001,0.87,30,0,1,1,1
13242458,7,2003,-0.27,32,0,1,1,1
13242458,8,2005,0.58,34,0,1,1,1
13242458,9,2007,0.48,36,0,1,1,1
13262548,1,1991,0.25,20,1,0,1,1
13262548,2,1993,0.05,22,1,0,0,1
13262548,3,1995,-1.05,24,1,0,0,1
13396951,1,1991,-1.62,20,0,0,0,1
13396951,2,1993,-0.92,22,0,0,0,1
13396951,3,1995,-1.09,24,0,0,0,1
13440616,1,1991,2.54,20,1,0,0,1
13440616,2,1993,0.61,22,1,0,0,1
13440616,3,1995,0.61,24,1,0,0,1
13440616,4,1997,0.04,26,1,0,1,1
13440616,5,1999,0.96,28,1,0,1,1
13440616,6,2001,1.18,30,1,0,1,1
13440616,7,2003,0.62,32,1,0,1,1
13440616,8,2005,1.16,34,1,0,1,1
13440616,9,2007,0.9,36,1,0,1,1
13457411,1,1991,1.26,20,1,0,0,1
13457411,2,1993,0.59,22,1,0,1,1
13457411,3,1995,0.65,24,1,0,1,1
13457411,4,1997,-0.9,26,1,0,1,1
13457411,5,1999,1.21,28,1,0,1,1
13580531,1,1991,-0.39,20,0,0,0,1
13580531,2,1993,-1.22,22,0,0,0,1
13593978,1,1991,1.66,20,0,0,0,1
13593978,2,1993,1.5,22,0,0,0,1
13593978,3,1995,2.08,24,0,0,0,1
13593978,4,1997,0.99,26,0,0,0,1
13593978,5,1999,0.92,28,0,0,0,1
13598481,1,1991,0.45,20,1,0,0,1
13598481,2,1993,-1.9,22,1,0,0,1
13598481,3,1995,-0.75,24,1,0,0,1
13598481,4,1997,0.88,26,1,0,0,1
13598481,5,1999,-0.83,28,1,0,0,1
13598481,6,2001,-0.87,30,1,0,0,1
13598481,7,2003,-2.24,32,1,0,0,1
13598481,8,2005,-2.14,34,1,0,0,1
13598481,9,2007,-2.57,36,1,0,0,1
13663399,1,1991,-0.72,20,1,0,1,1
13663399,2,1993,-0.33,22,1,0,1,1
13663399,3,1995,-0.84,24,1,0,1,1
13663399,4,1997,-0.88,26,1,0,1,1
13693611,1,1991,-0.17,20,1,0,1,1
13693611,2,1993,0.67,22,1,0,1,1
13693611,3,1995,0.36,24,1,0,1,1
13693611,4,1997,-0.15,26,1,0,1,1
13693611,5,1999,1.12,28,1,0,1,1
13693611,6,2001,0.62,30,1,0,0,1
13693611,7,2003,0.68,32,1,0,1,1
13693611,8,2005,1.45,34,1,0,0,1
13693611,9,2007,0.92,36,1,0,0,1
13757431,1,1991,0.27,20,1,0,1,1
13757431,2,1993,0.61,22,1,0,1,1
13757431,3,1995,-0.88,24,1,0,1,1
13757431,4,1997,-0.66,26,1,0,1,1
13757431,5,1999,-0.88,28,1,0,1,1
13757431,6,2001,-0.32,30,1,0,1,1
13757431,7,2003,0.16,32,1,0,1,1
13757431,8,2005,-0.07,34,1,0,1,1
13757431,9,2007,-1.55,36,1,0,1,1
13796682,1,1991,-2.24,20,0,0,0,1
13796682,2,1993,-0.78,22,0,0,0,1
13796682,3,1995,-1,24,0,0,1,1
13796682,4,1997,-1.54,26,0,0,1,1
13796682,5,1999,-1.66,28,0,0,1,1
13796682,6,2001,-1.23,30,0,0,1,1
13796682,7,2003,-1.68,32,0,0,1,1
13796682,8,2005,-1.83,34,0,0,1,1
13796682,9,2007,-1.86,36,0,0,1,1
13840282,1,1991,-0.01,20,1,0,1,1
13840282,2,1993,-1.46,22,1,0,1,1
13840282,3,1995,-0.62,24,1,0,1,1
13840282,4,1997,-1.33,26,1,0,1,1
13840282,5,1999,-1.01,28,1,0,1,1
13840282,6,2001,-0.73,30,1,0,1,1
13879448,1,1991,0.4,20,1,0,1,1
13879448,2,1993,-0.18,22,1,0,0,1
13879448,3,1995,1.38,24,1,0,0,1
13879448,4,1997,1.03,26,1,0,0,1
13879448,5,1999,0.47,28,1,0,1,1
13879448,6,2001,0.74,30,1,0,1,1
13879448,7,2003,0.42,32,1,0,0,1
13879472,1,1991,1.03,20,0,0,1,1
13879472,2,1993,0.41,22,0,0,0,1
13879472,3,1995,-0.59,24,0,0,1,1
13879472,4,1997,0.06,26,0,0,1,1
13879472,5,1999,-0.79,28,0,0,0,1
13879472,6,2001,0.5,30,0,0,0,1
13879472,8,2005,-0.2,34,0,0,1,1
13879472,9,2007,0.07,36,0,0,1,1
13903071,1,1991,-0.93,20,0,0,0,1
13903071,3,1995,-0.92,24,0,0,0,1
13903071,4,1997,-1.14,26,0,0,0,1
13903071,5,1999,-0.61,28,0,0,0,1
13903071,6,2001,-0.81,30,0,0,0,1
13903071,7,2003,-0.65,32,0,0,0,1
13903071,8,2005,-1.24,34,0,0,0,1
13903071,9,2007,-0.37,36,0,0,0,1
13933248,1,1991,1.22,20,1,0,0,1
13933248,2,1993,0.95,22,1,0,0,1
13933248,4,1997,0.4,26,1,0,1,1
13933248,5,1999,0.72,28,1,0,1,1
13933248,6,2001,0.42,30,1,0,1,1
13933248,7,2003,-0.18,32,1,0,1,1
13933248,8,2005,-0.48,34,1,0,1,1
13933248,9,2007,0.91,36,1,0,1,1
13965719,1,1991,0.48,20,0,0,0,1
13965719,2,1993,1.93,22,0,0,0,1
13965719,3,1995,0.08,24,0,0,1,1
13965719,4,1997,-1.51,26,0,0,1,1
13965719,5,1999,-1.36,28,0,0,1,1
14076551,1,1991,0.89,20,0,0,0,1
14076551,2,1993,0.21,22,0,0,0,1
14076551,3,1995,-0.72,24,0,0,1,1
14076551,4,1997,0.52,26,0,0,1,1
14181797,1,1991,0.42,20,0,0,0,1
14181797,4,1997,-0.08,26,0,0,0,1
14181797,5,1999,0.03,28,0,0,0,1
14181797,6,2001,0.28,30,0,0,1,1
14181797,7,2003,-0.05,32,0,0,1,1
14181797,8,2005,0.15,34,0,0,1,1
14181797,9,2007,-0.33,36,0,0,1,1
14207516,1,1991,0.46,20,1,0,1,1
14207516,2,1993,-2.13,22,1,0,1,1
14207516,3,1995,-1.6,24,1,0,1,1
14207516,4,1997,-0.59,26,1,0,1,1
14207516,5,1999,-0.35,28,1,0,1,1
14207516,6,2001,0.5,30,1,0,1,1
14207516,7,2003,1.03,32,1,0,0,1
14207516,8,2005,-0.56,34,1,0,1,1
14207516,9,2007,-0.3,36,1,0,1,1
14331829,1,1991,-1.54,20,0,0,0,1
14331829,2,1993,-1.08,22,0,0,0,1
14331829,3,1995,-2.74,24,0,0,0,1
14355361,1,1991,-1.27,20,0,0,0,1
14355361,2,1993,-0.35,22,0,0,0,1
14355361,3,1995,0.78,24,0,0,1,1
14355361,4,1997,0.28,26,0,0,1,1
14355361,5,1999,-0.72,28,0,0,1,1
14355361,6,2001,0.05,30,0,0,1,1
14355361,7,2003,-0.06,32,0,0,0,1
14355361,8,2005,0.25,34,0,0,0,1
14355361,9,2007,-0.5,36,0,0,1,1
14402416,1,1991,-0.47,20,0,0,0,1
14402416,2,1993,-0.95,22,0,0,0,1
14402416,3,1995,-0.85,24,0,0,0,1
14402416,4,1997,-1.32,26,0,0,0,1
14402416,5,1999,-0.6,28,0,0,0,1
14402416,6,2001,0.11,30,0,0,0,1
14402416,7,2003,1.42,32,0,0,0,1
14402416,8,2005,0.1,34,0,0,0,1
14402416,9,2007,-0.94,36,0,0,0,1
14406837,1,1991,-0.36,20,0,0,0,1
14406837,2,1993,-0.14,22,0,0,0,1
14406837,3,1995,-0.3,24,0,0,0,1
14406837,4,1997,-0.13,26,0,0,0,1
14406837,5,1999,0.22,28,0,0,1,1
14406837,6,2001,0.07,30,0,0,1,1
14406837,7,2003,0.52,32,0,0,1,1
14406837,8,2005,-0.13,34,0,0,1,1
14406837,9,2007,0.56,36,0,0,1,1
14523213,1,1991,1.18,20,1,0,0,1
14523213,2,1993,0.24,22,1,1,1,1
14523213,3,1995,1.9,24,1,1,1,1
14523213,4,1997,0.95,26,1,1,1,1
14523213,5,1999,-0.52,28,1,1,1,1
14523213,6,2001,0.04,30,1,1,1,1
14523213,7,2003,-0.88,32,1,1,1,1
14523248,1,1991,1.32,20,1,0,0,1
14523248,2,1993,1.49,22,1,0,1,1
14523248,3,1995,1.9,24,1,1,0,1
14523248,4,1997,2.05,26,1,1,0,1
14523248,5,1999,1.39,28,1,1,1,1
14523248,6,2001,1.93,30,1,1,1,1
14523248,7,2003,0.32,32,1,1,1,1
14523248,8,2005,0.52,34,1,1,1,1
14523248,9,2007,0.45,36,1,1,1,1
14550113,1,1991,-0.05,20,1,0,1,1
14550113,2,1993,-1.29,22,1,0,1,1
14550113,3,1995,-1.42,24,1,0,1,1
14550113,4,1997,-1.3,26,1,0,1,1
14550113,5,1999,-2,28,1,0,1,1
14550113,6,2001,-2.82,30,1,0,1,1
14550113,7,2003,-2.94,32,1,0,1,1
14550113,8,2005,-2.74,34,1,0,1,1
14550113,9,2007,-2.47,36,1,0,1,1
14646463,1,1991,-1.57,20,1,0,0,1
14646463,2,1993,0.34,22,1,0,1,1
14646463,3,1995,0.31,24,1,0,1,1
14646463,4,1997,-0.7,26,1,0,0,1
14646463,5,1999,-1.77,28,1,0,1,1
14646463,6,2001,-0.31,30,1,0,1,1
14646463,7,2003,-0.09,32,1,1,1,1
14646463,8,2005,-0.12,34,1,1,1,1
14646463,9,2007,1.05,36,1,1,1,1
14654326,1,1991,0.26,20,1,0,0,1
14654326,2,1993,0.19,22,1,0,1,1
14654326,3,1995,0.63,24,1,0,1,1
14654326,4,1997,0.53,26,1,0,1,1
14654326,5,1999,0.42,28,1,0,1,1
14654326,6,2001,0.64,30,1,0,0,1
14654326,7,2003,0.12,32,1,0,0,1
14654326,8,2005,0.12,34,1,0,0,1
14654326,9,2007,-0.03,36,1,0,0,1
14659867,1,1991,-0.43,20,0,0,0,1
14659867,2,1993,0.1,22,0,0,0,1
14659867,3,1995,1.24,24,0,0,1,1
14659867,4,1997,0.02,26,0,0,1,1
14659867,5,1999,0.06,28,0,0,1,1
14659867,6,2001,0.89,30,0,0,1,1
14659867,7,2003,0.75,32,0,0,1,1
14659867,8,2005,0.71,34,0,0,1,1
14659867,9,2007,0.71,36,0,0,1,1
14906112,1,1991,-0.34,20,1,0,1,1
14906112,2,1993,0.66,22,1,0,1,1
14944189,1,1991,-1.08,20,1,0,0,1
14944189,2,1993,-1.46,22,1,0,0,1
14944189,3,1995,-0.34,24,1,0,0,1
14944189,5,1999,-1.81,28,1,0,1,1
14944189,6,2001,-1.44,30,1,0,1,1
14944189,7,2003,-0.66,32,1,0,1,1
14944189,8,2005,-0.21,34,1,0,1,1
14944189,9,2007,-0.03,36,1,0,0,1
15044971,1,1991,-0.24,20,0,0,1,1
15044971,2,1993,0,22,0,0,1,1
15044971,3,1995,-0.93,24,0,0,1,1
15044971,4,1997,0.03,26,0,0,1,1
15044971,5,1999,-0.66,28,0,0,1,1
15044971,6,2001,0.14,30,0,0,1,1
15044971,7,2003,0.22,32,0,0,1,1
15044971,8,2005,0,34,0,0,1,1
15044971,9,2007,0.86,36,0,0,1,1
15096513,1,1991,1.1,20,1,0,0,1
15096513,3,1995,-0.47,24,1,0,0,1
15096513,6,2001,0.05,30,1,0,1,1
15096513,7,2003,-1.5,32,1,0,1,1
15096513,8,2005,0.37,34,1,0,1,1
15096513,9,2007,0.57,36,1,0,1,1
15098753,1,1991,-0.85,20,0,0,1,1
15098753,4,1997,-1.43,26,0,0,1,1
15113302,1,1991,1.21,20,1,0,0,1
15113302,2,1993,1.06,22,1,0,0,1
15113302,3,1995,0.56,24,1,0,0,1
15113302,4,1997,0.92,26,1,0,0,1
15113302,5,1999,0.38,28,1,0,0,1
15309177,1,1991,-1.2,20,0,0,1,1
15309177,2,1993,-1.14,22,0,0,1,1
15387577,4,1997,-0.15,26,0,0,1,1
15387577,5,1999,-1.57,28,0,0,0,1
15387577,6,2001,-1.16,30,0,0,1,1
15387577,7,2003,-0.95,32,0,0,1,1
15387577,8,2005,-1.45,34,0,0,1,1
15387577,9,2007,-0.95,36,0,0,1,1
15469379,1,1991,1.21,20,1,0,0,1
15469379,2,1993,1.04,22,1,0,1,1
15469379,3,1995,1.08,24,1,0,1,1
15469379,4,1997,1.61,26,1,0,1,1
15469379,5,1999,2.24,28,1,0,1,1
15469379,6,2001,1.91,30,1,0,1,1
15469379,7,2003,1.07,32,1,0,1,1
15469379,8,2005,1.57,34,1,0,1,1
15469379,9,2007,1.35,36,1,0,1,1
15691012,1,1991,0.66,20,0,0,0,1
15691012,2,1993,0.83,22,0,1,0,1
15691012,3,1995,0.48,24,0,1,0,1
16096282,1,1991,-1.14,20,0,0,1,1
16096282,2,1993,1.08,22,0,0,1,1
16096282,3,1995,0.86,24,0,0,1,1
16096282,4,1997,-0.19,26,0,0,1,1
16096282,5,1999,-0.42,28,0,0,1,1
16096282,6,2001,-0.07,30,0,0,1,1
16096282,7,2003,0.64,32,0,0,1,1
16096282,9,2007,-0.57,36,0,0,1,1
16180313,1,1991,0.25,20,0,0,0,1
16180313,2,1993,-0.31,22,0,0,0,1
16180313,3,1995,0.38,24,0,0,0,1
16180313,4,1997,-1.07,26,0,0,0,1
16180313,5,1999,0.44,28,0,0,1,1
16180313,6,2001,0.6,30,0,0,1,1
16180313,7,2003,0.89,32,0,0,1,1
16180313,8,2005,0.57,34,0,0,1,1
16180313,9,2007,0.58,36,0,0,1,1
16390709,1,1991,1.12,20,1,0,1,1
16390709,2,1993,-0.32,22,1,0,1,1
16390709,3,1995,-0.7,24,1,0,0,1
16390709,4,1997,0.75,26,1,0,0,1
16390709,5,1999,0.31,28,1,0,1,1
16390709,6,2001,1.39,30,1,0,0,1
16390709,7,2003,0.52,32,1,0,1,1
16390709,8,2005,0.63,34,1,0,1,1
16390709,9,2007,0.75,36,1,0,0,1
16496043,1,1991,1.01,20,1,0,0,1
16496043,3,1995,2.79,24,1,0,1,1
16496043,4,1997,1.02,26,1,0,1,1
16496043,5,1999,1.04,28,1,0,0,1
16496043,6,2001,0.12,30,1,0,1,1
16496043,7,2003,0.73,32,1,0,1,1
16496043,8,2005,1.08,34,1,0,1,1
16496043,9,2007,0.66,36,1,0,1,1
16615808,1,1991,0.18,20,1,0,0,1
16615808,2,1993,0.89,22,1,0,0,1
16615808,3,1995,0.56,24,1,0,0,1
16615808,4,1997,1.08,26,1,0,0,1
16615808,5,1999,0.59,28,1,0,0,1
16615808,6,2001,0.28,30,1,0,0,1
16615808,7,2003,0.24,32,1,0,1,1
16615808,8,2005,0.46,34,1,0,1,1
16615808,9,2007,0.43,36,1,0,1,1
16696417,1,1991,-0.25,20,0,0,0,1
16696417,2,1993,0.32,22,0,0,1,1
16696417,3,1995,0.2,24,0,0,1,1
16696417,4,1997,-0.04,26,0,0,1,1
16696417,5,1999,0.14,28,0,0,1,1
16696417,6,2001,0.48,30,0,0,1,1
16696417,7,2003,-0.42,32,0,0,1,1
16696417,8,2005,0.23,34,0,0,1,1
16696417,9,2007,0,36,0,0,1,1
16723252,1,1991,-0.64,20,0,0,0,1
16723252,2,1993,-0.83,22,0,0,0,1
16723252,3,1995,-0.91,24,0,0,0,1
16723252,4,1997,-1.29,26,0,0,0,1
16723252,5,1999,-0.94,28,0,0,0,1
16723252,6,2001,-0.27,30,0,0,0,1
16723252,7,2003,-1.49,32,0,0,0,1
16723252,8,2005,-0.56,34,0,0,0,1
16723252,9,2007,0.62,36,0,0,0,1
16733363,1,1991,0.71,20,0,0,0,1
16733363,2,1993,1.22,22,0,0,0,1
16733363,3,1995,-1.49,24,0,0,1,1
16733363,4,1997,-2.16,26,0,0,1,1
16733363,5,1999,-1.46,28,0,0,1,1
16733363,6,2001,-2.23,30,0,0,1,1
16733363,7,2003,-2.49,32,0,0,1,1
16733363,8,2005,-0.78,34,0,0,0,1
16733363,9,2007,-0.78,36,0,0,0,1
16790421,1,1991,-1.51,20,0,0,0,1
16790421,2,1993,-0.96,22,0,1,0,1
16790421,3,1995,-0.47,24,0,1,1,1
16790421,4,1997,-0.96,26,0,1,0,1
16790421,5,1999,-0.27,28,0,1,0,1
16790421,6,2001,-1.08,30,0,1,1,1
16790421,7,2003,-1.31,32,0,1,1,1
16790421,8,2005,-1.4,34,0,1,1,1
16790421,9,2007,0,36,0,1,0,1
16810619,2,1993,-0.22,22,1,1,0,1
16810619,4,1997,-0.36,26,1,1,0,1
16810619,5,1999,0.64,28,1,1,1,1
16810619,7,2003,-0.87,32,1,1,1,1
16817338,1,1991,0.95,20,0,0,0,1
16817338,4,1997,-0.85,26,0,0,1,1
16883381,1,1991,1.13,20,1,0,0,1
16883381,2,1993,0.03,22,1,0,0,1
16883381,3,1995,0.6,24,1,0,1,1
16883381,4,1997,-0.24,26,1,0,1,1
16883381,5,1999,0.04,28,1,0,1,1
16883381,6,2001,-0.43,30,1,0,1,1
16883381,8,2005,-1.64,34,1,0,1,1
16883381,9,2007,-1.45,36,1,0,1,2
16967666,1,1991,0.8,20,0,0,0,1
16967666,2,1993,0.8,22,0,0,0,1
16967666,3,1995,1,24,0,0,0,1
16967666,4,1997,0.31,26,0,1,0,1
16967666,5,1999,0.8,28,0,1,0,1
16967666,6,2001,0.61,30,0,1,0,1
16967666,7,2003,0.42,32,0,1,0,1
16967666,8,2005,0.92,34,0,1,0,1
16967666,9,2007,0.94,36,0,1,0,1
16986393,1,1991,0.25,20,1,0,0,1
16986393,2,1993,0.68,22,1,0,0,1
