schoolid,zmath,age,female,immig,langn,hisced,homepos,schprivate,stubeha
12400001,-0.28,16,0,3,3,9,0.6,0,0.66
12400001,-1,15.58,0,1,1,10,-1.67,0,0.66
12400001,-0.94,16.17,1,1,1,8,0.91,0,0.66
12400001,1.29,16.25,0,2,1,9,0.18,0,0.66
12400001,-0.57,15.5,1,1,1,9,0.38,0,0.66
12400001,1.47,16.17,1,2,1,8,0.98,0,0.66
12400001,0.79,15.67,0,1,1,8,1.23,0,0.66
12400001,0.4,15.67,0,1,1,5,0.48,0,0.66
12400001,0.36,15.42,1,2,3,8,0.5,0,0.66
12400001,1.88,15.83,0,1,1,9,0.29,0,0.66
12400001,0.84,15.58,1,1,1,10,1.19,0,0.66
12400001,0.12,15.67,0,1,1,8,1.78,0,0.66
12400001,-0.15,16.08,1,2,1,5,0.14,0,0.66
12400001,-0.51,15.67,0,1,1,8,0.6,0,0.66
12400001,2.3,15.83,0,1,1,7,0.75,0,0.66
12400001,0.88,15.75,0,3,3,8,-0.63,0,0.66
12400001,-0.92,15.5,0,1,1,8,0.41,0,0.66
12400001,0.34,16.25,1,1,1,9,2.63,0,0.66
12400001,-1.24,15.58,0,1,1,9,-0.34,0,0.66
12400001,-0.11,16.25,1,2,1,9,0.66,0,0.66
12400001,0.6,15.75,1,3,3,9,-0.35,0,0.66
12400001,-0.27,16.17,0,2,3,7,0.29,0,0.66
12400001,0.06,16.08,0,2,1,9,0.94,0,0.66
12400001,-0.55,16.25,1,1,1,5,0.18,0,0.66
12400001,-0.69,15.67,0,1,1,8,1.24,0,0.66
12400001,0.1,15.83,0,1,1,9,0.44,0,0.66
12400001,-0.75,15.67,1,1,1,7,-1.55,0,0.66
12400001,-1.1,16.08,1,2,1,7,-0.23,0,0.66
12400001,-0.02,16.25,1,1,1,9,0.52,0,0.66
12400001,1.08,16.08,1,1,1,8,1.1,0,0.66
12400001,0.19,15.75,0,1,1,9,0.97,0,0.66
12400001,0.01,15.58,0,1,1,9,0.09,0,0.66
12400001,0.82,16,0,1,1,9,2.44,0,0.66
12400001,-0.14,15.75,1,1,1,8,1.37,0,0.66
12400001,-0.13,15.75,1,1,1,5,-0.83,0,0.66
12400002,-0.17,16.17,0,2,1,8,0.67,0,0.25
12400002,0.22,15.42,1,2,1,7,-0.17,0,0.25
12400002,1.31,15.83,1,1,1,9,0.46,0,0.25
12400002,-1.18,15.42,1,1,1,10,1,0,0.25
12400002,0.27,15.5,0,1,1,7,1.22,0,0.25
12400002,-0.65,16.17,1,1,1,8,0.04,0,0.25
12400002,-1,16.08,1,1,1,7,-0.22,0,0.25
12400002,-1.13,15.75,0,1,1,10,-0.27,0,0.25
12400002,-1.15,15.75,1,2,1,4,-0.55,0,0.25
12400002,-1.74,15.75,0,1,1,10,2.63,0,0.25
12400002,-2.24,16.25,0,2,1,10,-0.08,0,0.25
12400002,-1.23,15.75,1,1,1,6,0.12,0,0.25
12400002,-1.49,15.58,0,1,1,10,0.51,0,0.25
12400002,-1.18,15.75,1,1,1,4,-0.63,0,0.25
12400002,-0.19,16,1,1,1,5,-0.49,0,0.25
12400002,-1.23,16,1,1,2,5,-1.27,0,0.25
12400002,-0.74,15.58,1,1,1,4,-0.68,0,0.25
12400002,-2.07,15.75,0,1,1,10,1.08,0,0.25
12400002,-0.48,15.58,1,2,1,10,-0.85,0,0.25
12400002,0.5,15.5,1,1,1,7,0.22,0,0.25
12400002,0.32,16.25,0,1,1,4,-0.53,0,0.25
12400002,-1.24,16,1,1,1,7,0.07,0,0.25
12400002,0.64,15.58,1,3,1,7,0.73,0,0.25
12400002,0.12,15.83,0,1,3,8,-0.05,0,0.25
12400002,-2.38,15.83,1,1,1,10,-0.7,0,0.25
12400002,0.23,15.83,0,3,1,7,-0.82,0,0.25
12400002,-0.2,16.17,1,1,1,7,1.02,0,0.25
12400002,-1.44,15.83,0,2,1,5,-1.87,0,0.25
12400002,0.44,16,1,1,1,6,-0.46,0,0.25
12400002,-1.38,16.33,1,1,2,7,-0.79,0,0.25
12400002,-0.01,15.92,0,1,1,7,-0.56,0,0.25
12400002,-1.65,16.17,1,1,3,7,-1.41,0,0.25
12400003,0.53,16.33,1,1,2,8,-0.91,0,-0.91
12400003,0.8,15.75,0,1,2,7,0.3,0,-0.91
12400003,0.77,15.83,0,1,2,9,0.54,0,-0.91
12400003,-0.21,16.08,0,1,2,9,1.36,0,-0.91
12400003,0.16,15.75,0,1,2,6,-0.8,0,-0.91
12400003,-2.13,15.58,1,1,2,9,0.36,0,-0.91
12400003,-0.15,16.25,0,1,2,10,0.32,0,-0.91
12400003,0.49,15.67,1,1,2,8,-0.41,0,-0.91
12400003,-0.82,15.58,0,1,2,7,-0.02,0,-0.91
12400003,-0.45,16.08,1,1,2,7,-0.77,0,-0.91
12400003,0.22,16.33,0,1,2,8,0.58,0,-0.91
12400003,0.57,15.42,1,1,2,9,1.33,0,-0.91
12400003,-0.63,15.75,0,1,2,9,0.12,0,-0.91
12400003,-0.12,15.42,1,1,2,9,0.76,0,-0.91
12400003,-0.84,15.5,1,1,1,10,1.05,0,-0.91
12400003,1.19,16.08,1,1,2,8,0.52,0,-0.91
12400003,0,15.5,0,1,2,8,0.28,0,-0.91
12400003,-0.31,15.83,1,1,2,7,-0.61,0,-0.91
12400003,1.15,16.25,1,1,2,8,-0.1,0,-0.91
12400003,1.53,15.75,1,1,2,9,1.62,0,-0.91
12400003,1.36,16.25,0,1,2,9,1.18,0,-0.91
12400005,-0.8,16.08,1,1,1,5,0.62,1,-0.92
12400005,0.03,15.67,1,1,1,5,-0.18,1,-0.92
12400007,0.88,16.08,0,1,1,6,-0.28,0,-0.83
12400007,-1.24,15.67,0,1,1,7,0.49,0,-0.83
12400007,0.22,15.67,0,3,3,8,0.43,0,-0.83
12400007,1.73,15.92,0,1,1,8,2.05,0,-0.83
12400007,0.14,15.83,0,1,1,9,0.4,0,-0.83
12400007,-0.68,16,0,1,1,7,0.81,0,-0.83
12400007,-1.43,15.42,1,1,1,5,0.05,0,-0.83
12400007,0.22,16.17,0,1,1,7,-1.08,0,-0.83
12400007,0.17,16.33,0,1,1,5,0.4,0,-0.83
12400007,-0.56,16.17,0,1,1,7,-0.09,0,-0.83
12400007,0.46,15.5,0,1,1,7,-0.43,0,-0.83
12400007,0.53,15.67,1,1,1,9,0.48,0,-0.83
12400007,0.33,15.83,1,1,1,7,0.04,0,-0.83
12400007,0.24,16.25,1,1,1,10,4.28,0,-0.83
12400007,1.09,15.67,0,1,1,7,0.3,0,-0.83
12400007,0.25,16.25,0,1,1,9,0.44,0,-0.83
12400007,1.28,15.75,0,1,1,8,1.85,0,-0.83
12400007,0.89,16.25,1,1,1,8,1.15,0,-0.83
12400007,0.18,16.08,1,1,1,7,0.91,0,-0.83
12400007,0.62,15.75,0,1,1,7,0.63,0,-0.83
12400007,0.44,16,0,1,1,7,0.34,0,-0.83
12400007,-0.06,16,0,1,1,10,-0.4,0,-0.83
12400007,-0.02,15.58,1,1,1,10,0.73,0,-0.83
12400007,1.04,15.58,0,1,1,6,-0.12,0,-0.83
12400007,0.52,15.5,1,1,1,7,0.06,0,-0.83
12400007,0.19,15.58,0,1,1,10,0.51,0,-0.83
12400007,-1.06,15.83,1,1,1,9,-1.15,0,-0.83
12400007,-0.4,16.17,1,1,1,7,0.98,0,-0.83
12400007,1.13,16.25,1,1,1,7,1.23,0,-0.83
12400007,-0.36,16,1,1,1,9,0.83,0,-0.83
12400007,-0.13,15.58,0,1,1,8,0.67,0,-0.83
12400008,2.1,15.42,0,2,1,8,0.24,0,-0.99
12400008,0.58,16.17,1,1,1,9,1.39,0,-0.99
12400008,1.67,15.75,1,1,1,8,-0.67,0,-0.99
12400008,2.17,15.92,0,2,1,7,1.21,0,-0.99
12400008,0.17,15.5,0,1,1,7,-0.51,0,-0.99
12400008,1.67,16.33,0,1,1,10,0.46,0,-0.99
12400008,0.17,16.08,0,1,1,9,1.79,0,-0.99
12400008,1.11,16,1,1,1,8,1.24,0,-0.99
12400008,-0.13,15.75,0,1,1,8,0.44,0,-0.99
12400008,-1.11,16.08,1,3,3,10,-0.8,0,-0.99
12400008,0.04,16.33,0,2,3,9,0.35,0,-0.99
12400008,0.03,15.75,1,1,1,7,0.69,0,-0.99
12400008,-0.72,16.25,1,1,1,7,-0.4,0,-0.99
12400008,-0.53,15.67,0,1,1,10,0.59,0,-0.99
12400008,0.43,15.92,1,1,1,7,0.36,0,-0.99
12400008,0.39,15.83,1,1,1,9,0.41,0,-0.99
12400008,0,15.5,0,1,1,8,-0.22,0,-0.99
12400008,0.28,15.75,1,1,1,8,0.7,0,-0.99
12400008,-0.95,15.83,1,1,1,10,0.76,0,-0.99
12400008,0.3,15.75,1,1,1,9,0.77,0,-0.99
12400008,-0.24,15.75,1,1,1,9,0.05,0,-0.99
12400008,-0.51,16,1,2,1,9,0.4,0,-0.99
12400008,-1.86,15.67,0,2,1,5,0.59,0,-0.99
12400008,1.42,16.08,1,1,1,9,0.37,0,-0.99
12400008,-0.76,16.17,0,1,1,7,0.49,0,-0.99
12400008,0.2,15.5,0,2,1,5,0.62,0,-0.99
12400008,-0.39,15.83,0,1,1,7,-0.34,0,-0.99
12400008,0.62,15.83,1,1,1,9,0.89,0,-0.99
12400008,-0.18,16.17,0,3,3,9,0.6,0,-0.99
12400009,0.86,15.75,1,1,2,9,-0.13,1,-2.09
12400009,1.86,15.75,0,1,2,9,0.7,1,-2.09
12400009,0.82,16.33,1,1,2,8,-1.16,1,-2.09
12400009,1.43,15.83,0,1,2,9,0.57,1,-2.09
12400009,-0.04,15.5,1,1,2,9,0.86,1,-2.09
12400009,-0.04,15.5,1,1,2,9,0.64,1,-2.09
12400009,0.24,16.08,1,1,2,8,0.47,1,-2.09
12400009,-1.05,16.17,0,1,2,10,0.59,1,-2.09
12400009,0.52,15.67,1,1,2,8,-0.34,1,-2.09
12400009,-0.11,16,1,1,2,9,-0.06,1,-2.09
12400009,0.71,16.25,1,1,2,9,-0.1,1,-2.09
12400009,0.8,16,0,1,2,8,0.48,1,-2.09
12400009,1.01,15.58,0,1,2,5,1.05,1,-2.09
12400009,-0.79,15.67,1,1,2,7,0.18,1,-2.09
12400009,0.88,15.75,0,1,2,9,0.73,1,-2.09
12400009,1.76,15.75,1,1,2,5,1.03,1,-2.09
12400009,2.34,15.5,0,1,2,5,0.89,1,-2.09
12400009,-0.02,16.25,0,1,2,7,0.56,1,-2.09
12400009,1.48,15.92,0,1,2,8,1.41,1,-2.09
12400009,0.99,15.92,1,1,2,9,1.27,1,-2.09
12400009,-0.24,15.58,0,1,2,10,1.03,1,-2.09
12400009,1.38,16.25,0,1,2,7,1.18,1,-2.09
12400009,-0.74,15.92,1,1,2,7,0.63,1,-2.09
12400009,0.83,16.42,0,1,2,10,0.65,1,-2.09
12400009,1.38,16.33,1,1,2,8,0.88,1,-2.09
12400009,1.32,16,0,1,2,7,0.85,1,-2.09
12400009,1.63,16,0,1,2,7,-0.34,1,-2.09
12400009,1.72,15.92,0,1,2,8,-1.14,1,-2.09
12400009,0.46,16.25,1,1,2,7,0.42,1,-2.09
12400010,-1.3,16,0,1,2,7,-2.36,0,1.01
12400010,-0.36,16,0,1,2,7,0.12,0,1.01
12400010,1.31,15.58,0,1,2,10,0.23,0,1.01
12400010,-1.2,15.5,0,1,2,7,-0.55,0,1.01
12400010,-0.15,16,1,1,2,9,-0.3,0,1.01
12400010,0.59,16.08,1,1,2,6,0.14,0,1.01
12400010,-1.33,15.92,1,1,2,7,-0.75,0,1.01
12400010,0.01,15.58,0,1,2,7,1.51,0,1.01
12400010,-1.28,16.08,1,1,2,4,-0.13,0,1.01
12400010,0.81,16,1,1,2,8,0.02,0,1.01
12400010,-0.43,16.25,0,1,2,7,0,0,1.01
12400010,-0.44,15.5,0,3,3,8,-0.32,0,1.01
12400010,-0.66,15.83,0,1,2,8,0.06,0,1.01
12400010,0.18,15.5,0,3,2,8,-0.78,0,1.01
12400010,-1.4,15.58,1,1,2,4,-0.44,0,1.01
12400010,-0.6,15.75,1,1,2,10,-0.35,0,1.01
12400010,-1.46,16.17,1,1,2,5,-0.85,0,1.01
12400010,1.29,15.75,0,1,2,10,2.13,0,1.01
12400010,-1.97,15.83,1,1,2,5,-0.29,0,1.01
12400010,1.11,16.25,0,1,2,9,0.37,0,1.01
12400010,-1.83,15.75,1,1,2,5,-0.05,0,1.01
12400010,1.57,16.08,0,3,3,10,2.58,0,1.01
12400010,-0.33,15.92,0,1,2,10,0.57,0,1.01
12400010,-0.7,16.17,0,1,2,7,-0.44,0,1.01
12400010,-1.08,15.67,0,1,2,10,0.87,0,1.01
12400010,0.51,16.33,1,1,2,10,0.53,0,1.01
12400010,0.06,15.83,1,1,2,8,1.42,0,1.01
12400010,-0.8,15.75,1,1,2,8,0.34,0,1.01
12400010,1.38,15.67,0,2,3,10,0.83,0,1.01
12400010,-1.33,16.17,1,1,2,10,0.67,0,1.01
12400010,0.75,15.67,1,1,2,8,1.23,0,1.01
12400010,-0.86,15.75,1,1,2,7,-0.86,0,1.01
12400010,0.61,16.25,1,1,2,8,1.85,0,1.01
12400011,-0.47,15.58,1,3,3,9,-1.02,0,-2.32
12400011,1.37,16.08,0,1,1,10,0.21,0,-2.32
12400011,1.66,16,0,3,3,4,-0.3,0,-2.32
12400011,0.76,16,0,2,3,10,-0.2,0,-2.32
12400011,-0.27,15.67,0,1,1,5,1,0,-2.32
12400011,1.28,15.58,0,1,1,10,0.14,0,-2.32
12400011,0.78,16,1,1,1,8,0.76,0,-2.32
12400011,0.62,15.75,0,1,3,9,0.88,0,-2.32
12400011,0.09,16,0,1,1,5,0.78,0,-2.32
12400011,0.19,15.58,1,1,1,10,0.52,0,-2.32
12400011,0.28,15.42,1,1,1,8,1.01,0,-2.32
12400011,0.28,16.33,0,1,1,7,0.3,0,-2.32
12400011,-0.75,15.42,0,3,3,10,-1.64,0,-2.32
12400011,1.61,15.42,0,1,1,10,0.77,0,-2.32
12400011,0.67,15.83,1,1,1,9,0.16,0,-2.32
12400011,-1.76,16.08,0,3,3,6,0.47,0,-2.32
12400011,0.28,16,0,1,1,9,0.95,0,-2.32
12400011,0.02,16.08,1,3,3,10,1.06,0,-2.32
12400011,1.14,16.25,1,1,1,8,0.7,0,-2.32
12400011,-0.1,15.42,1,2,1,7,-0.1,0,-2.32
12400011,0.87,15.83,0,1,1,10,1.01,0,-2.32
12400011,0.29,15.42,0,1,1,7,-0.23,0,-2.32
12400011,1.57,16.33,1,1,1,10,0.6,0,-2.32
12400011,1.31,16.17,1,1,1,9,-0.44,0,-2.32
12400012,-0.46,15.42,1,3,3,7,-0.26,0,1.6
12400012,-1.13,15.42,0,1,1,7,0.42,0,1.6
12400012,0.61,15.92,0,1,1,5,0.89,0,1.6
12400012,0.35,16,1,1,1,9,0.47,0,1.6
12400012,0.33,15.83,1,1,1,6,-0.37,0,1.6
12400012,0.87,16.17,1,1,1,9,0.82,0,1.6
12400012,0.28,15.92,0,1,1,5,-0.16,0,1.6
12400012,1.62,15.92,0,1,1,5,1.14,0,1.6
12400012,-1.36,15.67,1,1,1,6,-1.81,0,1.6
12400012,-0.19,16.33,1,1,1,7,1.01,0,1.6
12400012,-0.34,16,0,1,1,8,0.45,0,1.6
12400012,0.07,15.42,1,1,1,5,0.43,0,1.6
12400012,1.12,15.67,0,1,1,7,-0.06,0,1.6
12400012,0.41,15.42,0,1,1,5,-0.15,0,1.6
12400012,0.3,16.08,0,1,1,10,0.69,0,1.6
12400012,-0.16,15.92,1,1,1,7,0.25,0,1.6
12400012,0.69,15.75,1,1,1,10,0.82,0,1.6
12400012,-0.61,15.67,1,1,1,7,0.15,0,1.6
12400012,1.27,15.67,1,1,1,5,0.02,0,1.6
12400012,-0.81,15.5,0,1,1,10,0.13,0,1.6
12400012,1.18,16.25,1,1,1,9,0.95,0,1.6
12400012,0.56,15.5,1,1,1,9,1.74,0,1.6
12400012,0.09,16.08,0,1,1,7,0.45,0,1.6
12400012,0.08,15.92,1,1,1,8,0.62,0,1.6
12400015,-0.81,16,1,1,1,9,0.32,0,1.17
12400015,0.85,15.58,0,1,1,9,1.75,0,1.17
12400015,0.16,16.08,0,1,1,10,1.93,0,1.17
12400015,-1.22,15.83,1,1,1,7,0.12,0,1.17
12400015,-1.73,15.42,1,1,1,7,-0.1,0,1.17
12400015,-0.51,15.58,0,1,1,7,0.26,0,1.17
12400015,-0.35,16.33,0,1,1,5,-1,0,1.17
12400015,-1.35,16,1,1,1,9,0.92,0,1.17
12400015,0.37,15.92,1,1,1,9,0.11,0,1.17
12400015,-0.59,15.67,1,1,1,9,-0.91,0,1.17
12400015,-0.59,15.42,0,2,1,10,-0.2,0,1.17
12400015,0.51,16.33,0,1,1,7,1.89,0,1.17
12400015,-0.66,15.75,0,1,1,9,1.18,0,1.17
12400015,0.9,16.08,0,1,1,10,2.09,0,1.17
12400015,0.88,15.58,1,1,1,7,-0.24,0,1.17
12400015,0.08,15.83,1,1,1,5,-0.4,0,1.17
12400015,-1.2,15.75,1,1,1,7,-0.1,0,1.17
12400015,0.56,16.17,1,1,1,7,0.52,0,1.17
12400015,-0.49,16.08,0,1,1,7,-0.89,0,1.17
12400016,2.33,16,0,2,1,8,1.16,1,-1.51
12400016,-0.3,16,1,1,1,9,1.16,1,-1.51
12400016,0.54,15.67,0,1,1,9,0.37,1,-1.51
12400016,0.79,15.67,0,1,1,9,1.99,1,-1.51
12400016,-0.65,16.08,1,1,1,7,1.99,1,-1.51
12400016,1.48,16,0,1,1,8,0.47,1,-1.51
12400016,1.3,15.42,0,2,3,8,1.15,1,-1.51
12400016,-0.67,15.92,1,1,1,8,0.43,1,-1.51
12400016,-0.78,15.67,0,2,1,10,0.42,1,-1.51
12400016,0.66,16.17,1,1,1,7,1.15,1,-1.51
12400016,-0.66,15.42,0,1,1,8,0.68,1,-1.51
12400016,-0.77,16.33,0,1,1,10,0.18,1,-1.51
12400016,-0.46,16.33,0,1,1,7,0.85,1,-1.51
12400016,1.2,15.92,0,1,1,9,0.08,1,-1.51
12400016,0,15.92,1,2,3,8,1.96,1,-1.51
12400016,-0.7,16.17,1,1,3,9,0.48,1,-1.51
12400016,0.33,16,0,1,2,8,1.81,1,-1.51
12400016,1.18,16.08,0,1,1,9,2.06,1,-1.51
12400016,0.52,16.17,0,1,1,10,1.7,1,-1.51
12400016,-0.88,16.25,1,1,1,10,-0.23,1,-1.51
12400016,0.55,15.42,1,1,1,8,0.38,1,-1.51
12400016,2.07,15.42,0,1,1,6,0.28,1,-1.51
12400016,-0.22,15.75,1,1,1,5,1.06,1,-1.51
12400016,-0.4,16.33,1,1,1,7,1.44,1,-1.51
12400016,-0.51,16.08,0,1,1,8,1.43,1,-1.51
12400016,2.29,15.58,0,1,1,9,1,1,-1.51
12400016,0.9,15.75,1,1,1,9,2.26,1,-1.51
12400016,-0.62,16.25,1,1,1,8,-0.36,1,-1.51
12400016,0.42,15.83,0,3,3,10,0.28,1,-1.51
12400016,0.2,16,1,1,1,9,0.46,1,-1.51
12400016,0.13,15.67,0,1,1,8,0.91,1,-1.51
12400016,1.5,16.25,1,1,1,9,1.28,1,-1.51
12400016,0.65,16.08,0,1,1,8,0.45,1,-1.51
12400016,-0.42,16.17,0,1,1,10,0.22,1,-1.51
12400016,1.13,15.58,0,1,1,9,1.32,1,-1.51
12400017,2.18,15.5,0,1,1,9,1.86,0,0.62
12400017,1.47,16,0,1,1,7,2.07,0,0.62
12400017,1.69,15.92,0,1,1,10,0.91,0,0.62
12400017,0.79,15.5,0,1,1,9,0.9,0,0.62
12400017,-0.9,16,1,1,1,7,2.27,0,0.62
12400017,1.05,15.58,0,1,1,10,0.72,0,0.62
12400017,-0.33,15.75,1,3,3,10,-0.75,0,0.62
12400017,-1.18,15.92,1,1,1,10,0.56,0,0.62
12400017,1.17,16.08,0,1,1,9,0.64,0,0.62
12400017,0.41,15.67,1,1,1,8,0.22,0,0.62
12400017,0.22,16.25,1,1,1,9,0.69,0,0.62
12400017,-0.13,16.33,1,1,1,7,-0.56,0,0.62
12400017,1.4,16,0,1,1,10,0.35,0,0.62
12400017,-0.51,15.83,0,3,1,3,0.05,0,0.62
12400017,-1.05,15.58,1,1,1,5,0.27,0,0.62
12400017,-1.11,15.67,0,1,1,9,1.11,0,0.62
12400017,0.49,16.33,1,1,1,8,-0.6,0,0.62
12400017,0.15,16.17,1,1,1,6,-0.77,0,0.62
12400017,1.37,16,1,1,1,10,2.18,0,0.62
12400017,-0.12,15.92,0,1,1,6,-0.34,0,0.62
12400017,1.64,15.75,0,1,1,7,0.31,0,0.62
12400017,0.98,16.17,1,3,1,10,0.5,0,0.62
12400017,-0.67,16.08,0,1,1,9,1.88,0,0.62
12400017,0.27,16.08,0,1,1,5,0.03,0,0.62
12400017,-0.43,16.08,1,1,1,5,0.52,0,0.62
12400017,-1.31,15.67,1,1,1,6,-0.06,0,0.62
12400017,2.14,16.08,1,1,1,9,1.9,0,0.62
12400018,0.02,15.67,1,1,2,7,0.7,0,0.06
12400018,0.05,15.5,1,2,3,9,1.37,0,0.06
12400018,0.51,15.5,0,1,2,8,1.18,0,0.06
12400018,1.87,15.83,0,1,2,9,0.4,0,0.06
12400018,1.15,16.17,0,3,3,8,-0.02,0,0.06
12400018,1.17,15.92,1,1,2,9,0.26,0,0.06
12400018,0.72,15.83,1,3,3,7,-0.39,0,0.06
12400018,0.33,16.33,1,1,2,8,0.83,0,0.06
12400018,1.22,15.67,0,1,2,9,0.8,0,0.06
12400018,1.77,15.75,0,1,2,8,0.7,0,0.06
12400018,-0.85,15.67,0,3,3,6,-0.88,0,0.06
12400018,0.36,16.17,1,1,2,9,-0.74,0,0.06
12400018,1.06,15.67,0,1,2,8,1.06,0,0.06
12400018,0.25,15.75,1,1,2,9,1.45,0,0.06
12400018,1.05,15.42,1,1,3,8,-0.16,0,0.06
12400018,0.23,15.58,0,1,1,9,0.26,0,0.06
12400018,1.25,15.83,1,1,2,8,0.23,0,0.06
12400018,0.11,15.67,0,1,2,8,0.89,0,0.06
12400018,0.11,15.5,1,1,2,7,0.06,0,0.06
12400018,0.39,15.75,1,1,2,5,0.24,0,0.06
12400018,-0.35,15.67,1,2,3,7,-0.14,0,0.06
12400018,0.51,15.92,0,2,1,9,0.5,0,0.06
12400018,-0.13,15.58,1,1,2,7,0.67,0,0.06
12400018,1.16,15.67,0,1,1,5,0.52,0,0.06
12400018,-0.49,15.58,1,1,1,9,-0.88,0,0.06
12400018,1.29,15.67,0,1,2,8,-0.39,0,0.06
12400018,-0.27,16.25,0,3,3,9,1.36,0,0.06
12400018,1.83,15.67,0,1,2,9,0.55,0,0.06
12400018,0.81,15.42,0,2,3,9,1.22,0,0.06
12400018,0.81,16.17,1,1,1,8,-0.01,0,0.06
12400018,0.98,16.17,1,3,3,8,-0.49,0,0.06
12400020,0.46,15.5,0,1,1,6,0.43,0,0.75
12400020,0.59,16.25,1,1,1,10,1.65,0,0.75
12400020,-0.36,15.67,0,1,1,8,1.4,0,0.75
12400020,0.54,16.08,0,2,3,3,-0.26,0,0.75
12400020,0.37,15.92,1,1,1,8,0.75,0,0.75
12400020,-2.2,15.58,0,3,3,10,-0.46,0,0.75
12400020,-0.73,15.67,1,1,1,7,1.47,0,0.75
12400020,-0.38,16.08,0,1,1,7,-0.31,0,0.75
12400022,-0.99,16.17,1,1,1,8,0.83,0,0.87
12400022,0.4,16,1,3,3,9,-0.26,0,0.87
12400022,-0.59,16,1,2,3,5,0.36,0,0.87
12400022,-0.57,15.92,1,2,3,4,-0.58,0,0.87
12400023,1.54,15.75,1,2,3,9,-0.29,0,0.1
12400023,0.45,15.5,0,1,1,7,0.5,0,0.1
12400023,0.8,16.25,1,2,3,9,1.67,0,0.1
12400023,1.07,15.92,0,2,3,8,1.65,0,0.1
12400023,0.25,15.67,0,1,1,8,0.45,0,0.1
12400023,2.84,15.92,0,2,1,10,1.36,0,0.1
12400023,1.13,15.92,1,3,3,7,2.42,0,0.1
12400023,0.51,15.92,0,1,1,8,1.09,0,0.1
12400023,-0.21,16.17,0,1,1,10,-0.18,0,0.1
12400023,0.66,15.67,1,2,3,5,0.73,0,0.1
12400023,0.64,15.75,1,1,1,8,-0.05,0,0.1
12400023,1.05,15.58,1,2,3,8,0.12,0,0.1
12400023,0.54,15.83,1,2,3,10,1.15,0,0.1
12400023,0.56,15.92,1,1,1,8,0.68,0,0.1
12400023,-1.66,15.58,1,3,3,7,0.11,0,0.1
12400023,0.21,16.33,1,3,3,6,-0.24,0,0.1
12400023,-0.02,16.17,1,1,3,9,0.46,0,0.1
12400023,1.47,16.25,0,2,1,5,-0.38,0,0.1
12400023,-0.76,16.17,1,2,3,8,1.01,0,0.1
12400023,0.64,15.83,0,3,3,5,-0.05,0,0.1
12400023,0.25,15.67,0,1,1,5,0.07,0,0.1
12400023,0.91,15.83,0,3,3,7,0.51,0,0.1
12400023,1.72,16.33,1,2,3,8,0.85,0,0.1
12400023,2.06,15.58,0,1,1,5,0,0,0.1
12400023,-0.2,16.33,1,1,1,7,0.58,0,0.1
12400023,2.24,15.83,1,1,1,9,0.5,0,0.1
12400023,1.51,16.25,1,1,1,9,0.86,0,0.1
12400023,1.07,15.58,0,2,3,9,0.23,0,0.1
12400023,0.3,15.92,1,1,1,7,0.72,0,0.1
12400023,0.01,15.58,0,1,1,10,0.66,0,0.1
12400023,-0.24,16.25,0,3,3,4,0.69,0,0.1
12400023,2.54,16,0,2,3,9,1.45,0,0.1
12400023,-0.83,15.67,1,1,1,9,-0.11,0,0.1
12400023,0.57,15.67,1,2,1,9,0.82,0,0.1
12400023,0.59,16,1,2,3,8,0.4,0,0.1
12400023,1.27,15.42,0,1,1,10,0.56,0,0.1
12400023,0.31,16,1,1,1,9,0.38,0,0.1
12400023,1,15.58,0,2,1,8,1.48,0,0.1
12400024,0.34,15.92,1,1,1,7,0.7,0,-0.99
12400024,0.73,15.67,0,1,1,7,0.02,0,-0.99
12400024,-1.8,15.92,0,2,3,9,-0.69,0,-0.99
12400024,0.4,16.08,0,1,1,5,0.05,0,-0.99
12400024,0.07,15.42,1,1,1,7,-0.05,0,-0.99
12400024,-1.18,16.17,0,3,2,10,3.39,0,-0.99
12400024,-2.05,15.67,1,2,3,5,-0.6,0,-0.99
12400024,0.74,15.83,1,1,1,7,-0.04,0,-0.99
12400024,1.22,16.25,1,2,1,8,1.17,0,-0.99
12400024,-0.15,15.58,0,1,1,5,-0.66,0,-0.99
12400024,-0.76,15.5,0,2,1,10,2.15,0,-0.99
12400024,-0.13,16.25,1,1,1,9,1.39,0,-0.99
12400024,0.5,15.42,1,1,1,8,1.56,0,-0.99
12400024,0.32,15.92,0,1,1,5,0.71,0,-0.99
12400024,-0.13,15.83,0,2,1,9,0.66,0,-0.99
12400024,-0.67,15.67,0,3,1,8,-0.94,0,-0.99
12400024,0.4,15.92,0,1,1,9,1.9,0,-0.99
12400024,-0.82,15.75,1,1,1,6,0.3,0,-0.99
12400024,-0.7,15.75,1,1,1,7,0.49,0,-0.99
12400024,-0.4,15.58,1,1,1,7,1.36,0,-0.99
12400024,-0.47,15.92,1,3,3,5,-0.51,0,-0.99
12400024,-0.34,16.33,1,3,3,7,0.57,0,-0.99
12400024,0.12,16.08,0,2,1,7,-0.29,0,-0.99
12400024,-1.18,15.92,1,1,1,5,0.33,0,-0.99
12400024,-0.48,16.17,0,1,3,9,1.71,0,-0.99
12400024,-1.17,15.58,0,1,1,8,1.36,0,-0.99
12400024,0.99,15.67,0,1,1,5,0.05,0,-0.99
12400024,-0.33,16.25,0,1,1,9,-0.07,0,-0.99
12400024,-0.11,15.92,0,2,1,7,0.5,0,-0.99
