schoolid,zmath,age,female,immig,langn,hisced,homepos,schprivate,stubeha
12400491,1.36,15.92,0,1,1,8,0.75,0,1.43
12400491,-0.2,15.58,0,1,1,5,-1.67,0,1.43
12400491,-1.4,15.42,1,1,1,7,1.04,0,1.43
12400491,-0.84,16.08,0,1,1,8,-0.45,0,1.43
12400491,-0.09,16.08,0,1,1,5,0.5,0,1.43
12400491,0.04,16,1,3,1,9,-1.44,0,1.43
12400491,-0.64,15.83,1,3,3,6,-0.88,0,1.43
12400491,1.1,16.25,0,1,1,8,1.15,0,1.43
12400492,-0.29,15.33,1,3,3,10,-0.64,0,0.1
12400492,1.3,16.17,1,2,3,10,-0.13,0,0.1
12400492,-0.08,15.42,0,1,1,9,1.85,0,0.1
12400492,0.71,15.83,0,3,3,8,0.04,0,0.1
12400492,0.25,15.58,0,2,1,5,-0.11,0,0.1
12400492,1.15,16.25,0,1,1,9,0.06,0,0.1
12400492,1.12,15.58,0,1,1,7,0.74,0,0.1
12400492,0.92,16.08,0,3,3,8,-0.5,0,0.1
12400492,-0.02,15.5,1,1,1,9,0.07,0,0.1
12400492,1.4,15.75,0,1,1,9,1.47,0,0.1
12400492,0.64,15.75,1,2,3,9,0.08,0,0.1
12400492,3.24,15.5,0,2,1,10,1.38,0,0.1
12400492,0.7,16.25,1,2,1,10,1.35,0,0.1
12400492,1.04,15.92,0,1,1,8,1.09,0,0.1
12400492,1.54,15.58,0,1,1,9,1.36,0,0.1
12400492,-0.35,15.92,0,3,3,9,-0.31,0,0.1
12400492,0.72,15.5,1,1,1,7,0.72,0,0.1
12400492,2.49,15.67,0,3,3,9,0.89,0,0.1
12400492,0.98,15.58,1,1,1,7,0.38,0,0.1
12400492,-0.34,16.17,1,1,1,10,-0.19,0,0.1
12400492,1.85,15.92,1,3,3,8,1.31,0,0.1
12400493,0.21,15.83,0,1,2,10,-1.3,0,1.56
12400493,1.31,16,0,1,2,9,0.73,0,1.56
12400493,-2.26,15.58,1,3,1,10,-0.09,0,1.56
12400493,1.09,15.5,1,2,2,8,0.44,0,1.56
12400493,0.79,15.58,0,1,2,6,0.74,0,1.56
12400493,1.63,15.67,1,1,2,5,0.11,0,1.56
12400493,-0.3,15.67,1,1,2,9,0.5,0,1.56
12400493,-0.39,15.5,1,1,2,7,0.06,0,1.56
12400493,-1.56,16.17,1,1,2,7,0.86,0,1.56
12400493,0.08,15.92,0,1,2,9,-0.32,0,1.56
12400493,-0.87,16.25,0,3,2,10,-0.86,0,1.56
12400493,-0.03,16.08,1,1,2,9,-0.09,0,1.56
12400493,-1.14,15.75,0,2,3,10,-0.92,0,1.56
12400493,0.34,15.83,1,2,2,10,0.61,0,1.56
12400493,1.15,15.58,0,1,2,10,1.67,0,1.56
12400493,-0.71,16,1,3,3,2,-1.24,0,1.56
12400493,0.47,15.42,0,3,3,7,-0.02,0,1.56
12400494,0.29,15.83,1,1,1,7,0.51,0,0.73
12400494,0.42,16.08,1,1,1,9,1.66,0,0.73
12400494,0.69,15.92,0,1,1,9,0.72,0,0.73
12400494,1.27,16.33,0,1,1,9,1.24,0,0.73
12400494,-0.7,15.5,1,3,3,5,-0.86,0,0.73
12400494,0,16.25,1,3,3,9,1.54,0,0.73
12400494,0.25,16.33,0,1,1,10,1.18,0,0.73
12400494,0.37,15.83,1,1,1,9,2.96,0,0.73
12400494,0.62,16,0,1,1,9,1.15,0,0.73
12400494,0.05,15.75,1,1,1,10,0.59,0,0.73
12400494,1.11,15.58,1,1,1,9,1.03,0,0.73
12400494,0.04,15.58,1,1,1,7,0.05,0,0.73
12400494,-1.13,15.92,0,1,1,3,-0.81,0,0.73
12400494,-0.33,16.17,0,1,1,9,0.27,0,0.73
12400494,-0.82,15.58,1,1,1,9,1.42,0,0.73
12400494,-1.64,15.58,1,1,1,9,-0.28,0,0.73
12400494,1.26,15.58,0,1,1,9,1.46,0,0.73
12400494,-0.96,15.75,0,3,3,4,-1.4,0,0.73
12400494,-1.32,15.5,1,1,1,7,0.25,0,0.73
12400494,1.11,16,0,1,1,9,0.59,0,0.73
12400494,0.78,15.67,1,3,3,9,-0.19,0,0.73
12400494,-0.02,16.25,1,1,1,7,0.35,0,0.73
12400494,-0.23,15.92,1,3,3,10,-0.14,0,0.73
12400494,-0.06,16.33,0,1,1,5,-0.57,0,0.73
12400494,2.39,16.08,0,1,1,9,0.91,0,0.73
12400494,-0.81,15.83,0,1,1,10,-0.04,0,0.73
12400494,0.84,15.92,0,1,1,9,0.46,0,0.73
12400494,0.7,15.67,1,1,1,9,1.19,0,0.73
12400495,-0.27,16,0,1,1,10,1.23,0,1.47
12400495,0.04,16.33,0,1,1,7,0.07,0,1.47
12400495,-0.34,16.33,1,1,1,8,0.55,0,1.47
12400495,-0.36,15.83,0,1,1,9,1.14,0,1.47
12400495,-1.23,15.75,0,1,1,9,-0.62,0,1.47
12400495,-0.5,16,1,1,1,6,0.81,0,1.47
12400495,-0.5,15.5,1,1,1,5,1.05,0,1.47
12400495,-0.89,15.83,0,1,1,6,0.8,0,1.47
12400495,0.11,16.17,1,1,1,7,0.32,0,1.47
12400495,-0.64,16.08,0,1,1,9,0.96,0,1.47
12400495,-0.67,16.08,1,1,1,9,-1.04,0,1.47
12400495,0.28,15.75,1,1,1,8,0.76,0,1.47
12400495,-0.48,15.92,0,1,1,7,-0.37,0,1.47
12400495,0.29,16.25,0,1,1,5,0.08,0,1.47
12400495,-0.69,16.33,0,1,1,6,-0.22,0,1.47
12400495,-1.15,15.75,1,1,1,10,0.61,0,1.47
12400495,0.52,16.25,1,1,1,9,0.68,0,1.47
12400495,-0.56,15.67,1,1,1,9,-0.28,0,1.47
12400495,-0.82,15.67,1,1,1,7,0.22,0,1.47
12400495,0.25,15.75,0,1,1,9,1.57,0,1.47
12400495,-0.08,15.92,0,1,1,10,0.29,0,1.47
12400495,0.59,16.25,0,1,1,5,0.97,0,1.47
12400495,-0.82,16.08,0,1,1,7,0.16,0,1.47
12400495,0,15.67,1,1,1,5,1.04,0,1.47
12400495,-0.88,16,0,1,1,7,0.34,0,1.47
12400495,-0.69,15.75,1,1,1,5,-0.42,0,1.47
12400497,0.45,15.83,1,1,1,6,0.52,0,-0.2
12400497,-0.37,15.42,1,1,2,7,-0.01,0,-0.2
12400497,-1.45,15.42,1,1,1,4,-1.52,0,-0.2
12400497,-0.51,15.83,1,1,1,7,0.95,0,-0.2
12400497,-0.77,15.5,1,1,1,5,0.81,0,-0.2
12400497,-0.67,16.33,1,1,3,8,-0.84,0,-0.2
12400497,1.17,16.17,0,1,1,7,-0.28,0,-0.2
12400497,-0.93,15.75,0,1,2,10,1.83,0,-0.2
12400497,-1.57,15.58,1,1,1,9,1.68,0,-0.2
12400497,-0.73,16,1,1,2,7,0.53,0,-0.2
12400497,-1.38,15.5,1,1,1,5,1.16,0,-0.2
12400497,-0.6,16.25,1,1,1,10,0.75,0,-0.2
12400497,-0.11,16.08,1,1,1,10,0.89,0,-0.2
12400497,-2.05,15.92,0,1,2,10,1.4,0,-0.2
12400497,-0.11,15.67,1,1,2,7,0.08,0,-0.2
12400497,0.73,15.58,1,1,1,7,0.52,0,-0.2
12400497,1.08,15.92,0,1,2,7,1.18,0,-0.2
12400497,0.96,15.83,1,1,2,5,0.01,0,-0.2
12400497,-1.54,15.75,1,1,2,7,-2.26,0,-0.2
12400497,-1.25,15.67,1,1,2,5,-0.92,0,-0.2
12400497,0.11,16.25,0,1,2,10,1.92,0,-0.2
12400497,-1.13,15.92,0,1,1,6,0.77,0,-0.2
12400497,-0.67,15.83,1,1,2,7,-0.21,0,-0.2
12400497,0.23,15.42,0,1,2,5,-0.39,0,-0.2
12400497,0.58,15.83,0,1,2,9,1.4,0,-0.2
12400498,0,16.25,1,1,1,6,1.06,0,1.6
12400498,-0.91,15.83,1,1,1,9,0.08,0,1.6
12400498,1.07,16.25,1,1,1,8,-0.2,0,1.6
12400498,0.67,16,1,1,1,9,1.34,0,1.6
12400498,0.09,15.42,0,1,1,8,1.57,0,1.6
12400498,-0.17,15.83,1,3,1,7,0.3,0,1.6
12400498,0.03,15.83,0,1,1,6,0.58,0,1.6
12400498,-0.47,15.33,1,3,3,5,0.62,0,1.6
12400498,-0.16,15.58,0,1,1,9,-0.06,0,1.6
12400498,0.49,15.58,0,1,1,5,0.57,0,1.6
12400498,0.81,16.17,0,3,3,5,-0.16,0,1.6
12400498,-0.88,16.25,1,1,1,5,0.09,0,1.6
12400498,0.71,15.58,0,1,1,8,0.71,0,1.6
12400498,0.05,15.42,0,1,1,7,0.27,0,1.6
12400498,0.85,16.08,0,1,1,7,0.74,0,1.6
12400498,-0.51,15.75,0,3,3,7,-0.06,0,1.6
12400498,-0.4,16.25,1,1,1,7,0.21,0,1.6
12400498,0.93,16.08,0,1,1,6,0.47,0,1.6
12400498,-0.41,16.17,1,3,3,7,-0.26,0,1.6
12400498,-0.2,16.17,0,1,1,6,1.02,0,1.6
12400498,0.36,15.92,0,1,1,6,1.13,0,1.6
12400498,0.22,16,1,1,1,8,0.35,0,1.6
12400498,-1.56,16.25,1,1,1,5,0.97,0,1.6
12400498,0.29,16.08,0,1,1,9,0.68,0,1.6
12400498,-0.26,15.42,0,1,1,9,1.93,0,1.6
12400498,-0.43,15.75,1,1,1,7,-0.02,0,1.6
12400498,0.16,16.17,1,1,1,7,0.25,0,1.6
12400498,1.38,15.58,0,1,1,7,1.18,0,1.6
12400498,-1.88,15.92,0,1,3,9,-0.55,0,1.6
12400498,-1.47,16,1,1,1,5,-0.29,0,1.6
12400498,-0.17,16,1,1,1,5,-0.32,0,1.6
12400498,-0.01,15.67,0,3,3,9,-0.23,0,1.6
12400498,0.42,15.83,0,3,3,7,-0.48,0,1.6
12400498,0.04,15.33,0,1,1,7,-0.58,0,1.6
12400500,0.11,16.17,0,1,2,8,-1.5,0,1.99
12400500,-0.55,15.42,0,3,3,10,1.55,0,1.99
12400500,-0.25,16.08,1,1,2,9,0.97,0,1.99
12400500,-0.23,15.75,1,1,2,10,1,0,1.99
12400500,-0.49,15.5,1,1,2,10,1.74,0,1.99
12400500,-0.81,15.5,1,1,2,7,-0.76,0,1.99
12400500,-0.97,15.83,0,1,1,10,-1.05,0,1.99
12400500,-1.13,15.5,0,3,3,10,1.63,0,1.99
12400500,-1.01,15.67,1,1,2,8,0.75,0,1.99
12400500,-1.77,16.17,0,1,2,7,0.13,0,1.99
12400500,-0.35,15.58,1,3,3,10,0.38,0,1.99
12400500,-1.27,15.83,0,1,1,5,-1.31,0,1.99
12400500,-0.88,15.83,1,1,2,10,-0.75,0,1.99
12400500,0.4,16.08,1,1,2,8,0.99,0,1.99
12400500,-0.13,16,0,2,1,7,0.62,0,1.99
12400500,-1.25,15.5,0,1,2,6,-0.79,0,1.99
12400500,1.63,16.25,0,1,2,8,0.52,0,1.99
12400500,-0.27,16.25,1,1,2,5,-0.63,0,1.99
12400500,0.65,15.92,0,1,2,9,0.8,0,1.99
12400500,0.11,16.33,1,1,2,7,0.04,0,1.99
12400501,-0.06,16,1,1,1,8,-0.81,0,1.3
12400501,1.02,15.67,0,1,1,7,-0.86,0,1.3
12400501,-0.96,16.25,1,1,1,7,0.88,0,1.3
12400501,-0.79,15.67,1,1,1,7,-0.19,0,1.3
12400501,-0.71,16.33,1,1,1,7,1.56,0,1.3
12400501,-0.19,16.33,1,1,1,8,1.01,0,1.3
12400501,-0.7,15.58,0,1,1,7,-0.53,0,1.3
12400501,0.32,16.33,0,1,1,9,0.79,0,1.3
12400501,1.08,15.42,1,1,1,8,0.46,0,1.3
12400501,1.43,15.58,1,1,1,8,0.83,0,1.3
12400501,-0.03,15.42,0,1,1,7,-0.13,0,1.3
12400501,-0.62,15.92,0,1,1,8,-0.21,0,1.3
12400501,-0.02,16.17,0,1,1,7,0.97,0,1.3
12400501,1.09,16.17,0,1,1,8,0.44,0,1.3
12400501,-0.12,15.75,0,1,1,9,1.3,0,1.3
12400501,0.91,15.83,0,1,1,7,0.88,0,1.3
12400501,-0.05,15.83,0,1,1,10,1.42,0,1.3
12400501,0.25,16.33,1,1,1,9,0.57,0,1.3
12400501,0.89,15.42,1,1,1,9,2.05,0,1.3
12400501,-1.77,15.5,1,1,1,9,-0.45,0,1.3
12400501,0.4,16.08,1,1,1,9,0.49,0,1.3
12400501,0.08,16.33,0,1,1,7,1.89,0,1.3
12400501,-0.88,15.75,0,1,1,10,1.1,0,1.3
12400501,-1.06,15.58,1,1,1,10,-0.39,0,1.3
12400501,0.48,16.17,0,1,1,9,0.96,0,1.3
12400501,-0.11,16,0,1,1,5,0.15,0,1.3
12400501,-0.43,16,1,1,1,8,-0.45,0,1.3
12400501,0.01,15.67,0,3,1,9,0.87,0,1.3
12400501,-1.19,15.75,0,1,1,9,-1.16,0,1.3
12400501,-0.76,16.08,1,1,1,5,1.39,0,1.3
12400501,0.19,15.83,0,1,1,9,0.05,0,1.3
12400501,-1.31,15.5,0,1,1,9,1.26,0,1.3
12400501,-0.37,16.33,0,1,1,10,1.41,0,1.3
12400501,1.1,16.17,0,1,1,6,1.03,0,1.3
12400501,-1.25,15.5,1,1,1,9,-1.09,0,1.3
12400502,-0.3,16.08,1,1,2,10,0.22,0,1.27
12400502,-0.13,16.17,1,1,2,7,0.46,0,1.27
12400502,0.39,16.25,0,1,2,9,0.41,0,1.27
12400502,-1.32,15.5,1,1,1,7,0.25,0,1.27
12400502,1.26,15.67,1,1,2,5,-0.3,0,1.27
12400502,1.04,15.5,0,1,2,10,1.07,0,1.27
12400502,-0.28,16.17,1,1,2,6,0.01,0,1.27
12400502,1.35,16.08,1,1,2,7,0.95,0,1.27
12400502,0.75,16.25,1,1,2,8,0.26,0,1.27
12400502,0.06,15.5,0,1,2,6,-0.89,0,1.27
12400502,0.48,16.33,0,1,2,10,0.87,0,1.27
12400502,-0.57,15.67,0,1,2,8,-1.14,0,1.27
12400502,0.25,16.17,0,1,2,7,-0.4,0,1.27
12400502,-0.4,16.17,1,1,2,8,0.01,0,1.27
12400502,-1.69,15.67,1,1,1,10,-1.37,0,1.27
12400502,-0.06,15.5,0,1,2,10,0.91,0,1.27
12400502,0.41,15.83,1,1,2,6,-0.34,0,1.27
12400502,-0.09,15.75,1,1,2,8,-0.4,0,1.27
12400502,0.74,15.5,0,1,2,8,-0.22,0,1.27
12400502,-0.52,16.17,1,1,2,9,-0.31,0,1.27
12400502,-0.79,16.25,0,1,2,8,0.1,0,1.27
12400502,-1.07,15.67,1,1,2,7,0.58,0,1.27
12400502,-0.17,15.5,1,1,2,7,-0.33,0,1.27
12400502,-0.25,15.92,0,3,2,8,0.42,0,1.27
12400502,-0.18,15.42,1,1,2,7,0.36,0,1.27
12400503,0.21,16.17,1,1,2,7,0.24,0,0.56
12400503,0.76,15.75,0,1,2,7,-0.52,0,0.56
12400503,0.37,15.58,1,1,2,7,1.09,0,0.56
12400503,0.13,15.5,0,1,2,10,-0.34,0,0.56
12400503,0.09,15.75,0,1,2,6,-0.66,0,0.56
12400503,-0.54,15.83,1,1,2,9,-0.43,0,0.56
12400503,0.35,16,1,1,2,6,0.24,0,0.56
12400503,1.09,16.08,1,1,2,9,0.44,0,0.56
12400503,-0.35,16.25,1,1,2,10,1.42,0,0.56
12400503,0.12,16.08,0,1,2,9,0.35,0,0.56
12400503,1.58,16,1,1,2,8,0.17,0,0.56
12400503,1.46,15.33,1,1,2,10,1.17,0,0.56
12400503,0.81,15.5,1,1,2,7,0.92,0,0.56
12400503,0.53,16.25,1,1,2,9,1.05,0,0.56
12400503,1.45,15.92,0,1,2,10,1.91,0,0.56
12400503,-0.84,15.42,1,1,2,10,0.92,0,0.56
12400503,1.13,15.33,0,1,2,9,0.73,0,0.56
12400503,1.29,15.5,1,1,2,10,0.38,0,0.56
12400503,1.07,15.5,0,1,2,9,0.24,0,0.56
12400503,0.64,15.92,1,1,2,10,-0.45,0,0.56
12400503,0.93,15.92,0,1,2,9,0.74,0,0.56
12400503,1.01,15.5,0,1,2,8,1.15,0,0.56
12400503,0.82,15.33,1,1,2,9,0.99,0,0.56
12400503,1.48,15.67,0,3,3,10,1.93,0,0.56
12400503,0.77,15.83,1,1,2,7,0.39,0,0.56
12400503,1.12,16.25,1,1,2,9,-0.04,0,0.56
12400503,0.6,16.08,1,1,2,8,0.65,0,0.56
12400503,0.23,16,1,1,2,10,0.81,0,0.56
12400503,0.29,15.33,0,1,2,10,1.34,0,0.56
12400503,0.43,15.33,0,1,2,7,-0.44,0,0.56
12400503,0.76,15.33,0,1,2,9,0.73,0,0.56
12400503,0.77,16,1,3,3,8,0.09,0,0.56
12400503,-1.73,15.67,0,3,2,7,-1.77,0,0.56
12400503,0.54,15.83,1,1,2,6,-0.7,0,0.56
12400503,1.64,15.92,0,1,2,9,0.01,0,0.56
12400503,0.43,15.83,0,1,2,9,0,0,0.56
12400503,1.91,15.58,0,1,2,9,0.34,0,0.56
12400503,1.06,16,1,1,2,7,0.64,0,0.56
12400504,-0.22,15.83,1,1,1,5,0.34,0,0.71
12400504,-1.62,16.25,1,3,3,5,-0.39,0,0.71
12400504,0.48,16.17,0,1,1,9,0.53,0,0.71
12400504,-0.33,15.58,1,1,1,9,1.2,0,0.71
12400504,-1.02,15.42,0,1,1,9,1.05,0,0.71
12400504,-0.89,15.83,0,3,3,9,-0.57,0,0.71
12400504,-0.34,16.17,1,1,1,9,1.17,0,0.71
12400504,-0.02,16,1,1,1,9,0.31,0,0.71
12400504,0.14,16.33,0,1,1,9,1.17,0,0.71
12400504,-0.17,15.67,1,1,1,5,0.27,0,0.71
12400504,-0.9,15.92,0,1,2,10,1.95,0,0.71
12400504,0.87,15.58,0,1,1,9,0.33,0,0.71
12400504,-0.89,15.5,0,3,3,7,-0.49,0,0.71
12400504,0.51,16.17,1,1,1,6,0.6,0,0.71
12400504,-0.85,16.17,0,3,3,7,-0.1,0,0.71
12400504,-0.66,15.42,1,1,1,10,-0.14,0,0.71
12400504,0.27,15.83,0,1,1,9,0.07,0,0.71
12400504,-1.63,15.42,0,3,3,3,-2.54,0,0.71
12400504,0.01,15.42,0,1,1,9,0.17,0,0.71
12400504,-0.61,15.42,0,3,3,10,-0.39,0,0.71
12400504,0.83,15.83,0,1,1,7,0.74,0,0.71
12400504,0.1,15.75,1,1,1,9,0.65,0,0.71
12400504,0.38,16.17,0,2,1,9,-0.81,0,0.71
12400504,1.77,16,1,1,1,9,1.51,0,0.71
12400504,-0.22,15.67,1,3,3,6,0.67,0,0.71
12400504,0.2,15.83,0,1,1,7,0.52,0,0.71
12400504,0.27,15.75,1,1,1,6,2.14,0,0.71
12400505,0.69,16,0,1,1,8,0.74,0,-0.85
12400505,2.86,16.25,0,1,1,8,0.32,0,-0.85
12400505,-0.34,15.83,0,1,1,10,0.11,0,-0.85
12400505,0.14,15.67,1,1,1,8,0.82,0,-0.85
12400505,-0.23,15.5,1,1,1,10,2.53,0,-0.85
12400505,0.65,15.83,1,1,1,7,0.62,0,-0.85
12400505,1.32,16.08,0,1,1,8,1.32,0,-0.85
12400505,1.13,16.17,1,1,1,9,1.42,0,-0.85
12400505,0.28,15.92,1,1,1,9,0.52,0,-0.85
12400505,-0.17,16.33,1,2,1,8,0.44,0,-0.85
12400505,1.63,16,1,1,2,8,0.98,0,-0.85
12400505,1.35,15.58,1,1,1,7,0.55,0,-0.85
12400505,0.63,16,0,1,1,8,0.31,0,-0.85
12400505,0.11,15.83,1,1,1,8,0.41,0,-0.85
12400505,0.99,16.08,0,1,1,7,0.33,0,-0.85
12400505,0.26,15.5,0,1,1,10,0.62,0,-0.85
12400505,0.58,15.75,1,1,1,8,1.3,0,-0.85
12400505,-0.18,15.92,1,1,1,7,0.27,0,-0.85
12400505,0.72,16.25,0,1,1,9,0.98,0,-0.85
12400505,0.03,16.33,1,1,1,6,0.14,0,-0.85
12400505,-0.38,16.33,0,1,1,8,1.43,0,-0.85
12400505,1.24,15.67,0,1,1,9,-0.14,0,-0.85
12400505,2.2,15.67,0,1,1,8,0.58,0,-0.85
12400505,1.19,15.83,0,1,1,8,0.14,0,-0.85
12400505,0.58,15.5,1,1,1,5,-0.02,0,-0.85
12400505,1.15,15.42,1,1,1,9,0.43,0,-0.85
12400505,1.01,15.75,0,2,3,7,0.22,0,-0.85
12400505,0.09,15.42,0,1,1,9,2.21,0,-0.85
12400505,0.72,15.5,1,1,1,7,-0.24,0,-0.85
12400505,0.23,15.75,0,1,1,9,1.09,0,-0.85
12400505,0.06,15.42,1,1,1,7,0.37,0,-0.85
12400505,1.84,15.42,0,2,1,7,0.02,0,-0.85
12400505,-0.05,16.08,0,1,1,9,0.64,0,-0.85
12400505,1.69,15.75,0,1,1,8,-0.2,0,-0.85
12400505,0.87,15.5,1,1,1,7,0.79,0,-0.85
12400505,1.35,16.25,1,1,1,10,1.18,0,-0.85
12400505,0.52,15.67,1,1,1,7,0.52,0,-0.85
12400505,0.04,15.75,0,1,1,8,1.17,0,-0.85
12400505,-0.69,15.67,0,1,1,8,0.82,0,-0.85
12400506,0.06,15.5,1,2,1,8,0.82,1,-1.38
12400506,-0.51,15.67,0,1,3,5,1.3,1,-1.38
12400506,0.12,16,0,2,3,10,-0.1,1,-1.38
12400506,0.91,15.5,1,2,3,9,1.18,1,-1.38
12400506,0.28,15.42,0,1,1,8,1.18,1,-1.38
12400506,0.36,15.92,1,2,3,10,0.42,1,-1.38
12400506,0.81,15.92,1,1,1,8,-0.25,1,-1.38
12400506,0.24,16.17,0,1,1,9,1.28,1,-1.38
12400506,0.88,16.08,1,3,3,7,0.25,1,-1.38
12400506,0,16.25,1,1,2,10,2.23,1,-1.38
12400506,-0.03,16.17,0,1,1,10,0.48,1,-1.38
12400506,0.49,16.17,0,1,2,9,0.08,1,-1.38
12400507,-0.21,15.75,1,1,1,9,0.36,0,0.75
12400507,0.66,15.67,0,1,1,9,1.11,0,0.75
12400507,-1.61,15.67,0,2,1,7,-0.92,0,0.75
12400507,0.15,15.75,1,1,1,9,0.7,0,0.75
12400507,-0.09,15.67,1,2,3,9,-0.56,0,0.75
12400507,-0.72,15.83,1,1,1,8,0.29,0,0.75
12400507,-0.22,15.83,0,1,1,6,0.21,0,0.75
12400507,-0.4,15.75,1,3,3,9,-0.6,0,0.75
12400507,0.7,16,1,1,1,7,0.86,0,0.75
12400507,-0.97,15.42,1,3,3,5,-1.27,0,0.75
12400507,-0.3,15.75,1,1,1,6,-1.09,0,0.75
12400507,-0.41,16.25,1,3,1,9,-0.22,0,0.75
12400507,0.58,16,0,2,3,5,-0.78,0,0.75
12400507,-0.08,15.67,1,3,3,7,-1.04,0,0.75
12400507,-0.5,15.58,1,1,1,7,0.42,0,0.75
12400507,0.5,15.92,1,1,1,8,-0.11,0,0.75
12400507,-0.69,15.83,0,3,2,8,0.01,0,0.75
12400507,1.34,15.75,0,1,1,8,1.18,0,0.75
12400507,1.31,15.83,1,1,1,9,1.63,0,0.75
12400507,2.06,16.08,0,1,1,7,1.04,0,0.75
12400507,-0.76,15.58,0,3,3,5,-0.18,0,0.75
12400507,-0.14,16.08,0,3,3,5,-0.4,0,0.75
12400507,-1.94,15.92,0,1,1,9,0.28,0,0.75
12400507,-0.15,15.67,0,3,1,5,-0.91,0,0.75
12400507,0.08,15.42,0,1,1,8,0.66,0,0.75
12400507,-1.16,16.17,0,2,1,5,1.79,0,0.75
12400507,-1.25,16.25,0,1,1,8,1.2,0,0.75
12400507,0.85,16.17,0,1,1,8,0.84,0,0.75
12400507,1.33,15.5,1,1,3,9,-0.1,0,0.75
12400508,-0.85,15.58,1,2,3,8,-0.43,0,1.1
12400508,0.53,16,1,2,1,9,1.2,0,1.1
12400508,1.74,15.83,0,1,1,8,1.25,0,1.1
12400508,0.13,16,1,2,1,10,1.12,0,1.1
12400508,0.15,15.75,1,1,1,9,0.77,0,1.1
12400508,0.55,15.58,0,2,3,10,2.1,0,1.1
12400508,0.86,15.83,0,1,1,8,1.17,0,1.1
12400508,0.91,16,1,2,1,8,0.85,0,1.1
12400508,2.39,15.83,0,3,3,9,0.5,0,1.1
12400508,1.91,15.5,0,3,3,8,0.21,0,1.1
12400508,0.15,15.75,1,2,1,10,2.28,0,1.1
12400508,1.21,15.83,1,3,1,8,-0.43,0,1.1
12400508,1.82,15.92,0,1,1,9,1.17,0,1.1
12400508,-0.12,16,1,2,1,7,1.7,0,1.1
12400509,-0.24,16.25,1,1,1,7,0.33,0,1.1
12400509,0,15.75,1,1,1,5,0.26,0,1.1
12400509,1,15.75,1,1,1,9,-0.16,0,1.1
12400509,-0.97,15.83,0,3,3,8,0.66,0,1.1
12400509,-0.69,15.83,1,1,1,10,0.7,0,1.1
12400509,-1.17,16.08,0,1,1,9,0.36,0,1.1
12400509,1.37,15.67,0,1,1,6,0.49,0,1.1
12400509,-1.05,15.83,0,1,1,9,-0.34,0,1.1
12400509,0.89,15.67,0,1,1,8,0.84,0,1.1
12400509,1.67,15.67,1,1,1,8,0.99,0,1.1
12400509,-0.1,16,1,1,1,5,-0.28,0,1.1
12400509,0.41,15.83,0,1,1,8,0.56,0,1.1
12400509,-0.66,15.58,0,1,1,4,-0.05,0,1.1
12400509,-0.02,15.75,1,1,1,5,0.95,0,1.1
12400509,0.66,16.33,1,1,1,9,0.15,0,1.1
12400509,-0.76,15.42,1,1,1,9,0.24,0,1.1
12400509,-0.4,15.67,1,1,1,8,0.41,0,1.1
12400509,1.2,15.42,1,1,1,9,0.6,0,1.1
12400509,-0.88,16.33,1,3,1,8,0.61,0,1.1
12400509,1.47,16.17,0,3,3,10,0.46,0,1.1
12400509,0.72,15.83,1,1,1,6,0.91,0,1.1
12400509,-0.39,16,1,1,1,10,-0.18,0,1.1
12400509,-0.04,15.83,1,1,1,9,0.19,0,1.1
12400509,-0.25,15.42,0,1,1,9,0.16,0,1.1
12400509,-1.37,15.83,0,1,1,10,0.94,0,1.1
12400509,0.62,15.75,1,1,1,6,1.44,0,1.1
12400509,0.32,15.75,1,1,1,7,0.76,0,1.1
12400509,-0.71,16.17,0,1,1,8,-0.04,0,1.1
12400509,-1.69,16,0,1,1,10,1.75,0,1.1
12400509,-0.62,16.33,0,1,3,7,-0.41,0,1.1
12400509,-0.63,15.92,0,1,1,7,-0.44,0,1.1
12400509,0.03,16.25,1,1,1,6,0.22,0,1.1
12400509,-0.01,15.67,0,1,1,10,0.99,0,1.1
12400509,-1.3,15.5,0,1,1,8,0.58,0,1.1
12400509,-0.62,16.17,0,1,1,4,0.66,0,1.1
12400509,-0.57,15.42,1,1,1,5,0.23,0,1.1
12400509,0.11,15.75,0,1,1,9,0.83,0,1.1
12400510,0,15.58,1,1,1,5,-0.39,0,0.33
12400510,-0.24,16.33,1,1,1,6,0.67,0,0.33
12400510,-0.81,16.25,1,1,1,7,0.16,0,0.33
12400510,-0.39,15.67,0,1,1,9,0.37,0,0.33
12400510,-0.3,16.17,0,1,1,9,0.68,0,0.33
12400510,1.19,15.58,1,1,1,6,-0.2,0,0.33
12400510,-2.32,16.25,1,1,1,5,-0.28,0,0.33
12400510,-0.06,15.83,0,1,1,7,-0.35,0,0.33
12400510,-0.59,16,1,1,1,7,1.1,0,0.33
12400510,-1.46,16.08,0,3,1,10,0.78,0,0.33
12400510,-0.18,16.17,1,1,1,9,1.73,0,0.33
12400510,-0.92,16.17,1,1,1,6,-0.36,0,0.33
12400510,0.2,16.17,1,1,1,9,1.15,0,0.33
12400510,-1.31,15.83,1,1,1,5,-0.45,0,0.33
12400510,-0.03,15.58,0,1,1,10,1.13,0,0.33
12400510,-0.84,15.75,1,1,1,7,0.38,0,0.33
12400511,-0.9,15.58,1,1,1,7,-0.09,0,1.4
12400511,-0.3,16.08,0,1,1,6,1.53,0,1.4
12400511,-0.19,15.67,1,1,1,5,0.09,0,1.4
